name,stand,country,description,sectors
NEONOVIA,"10B-20, Hall 10",Morocco,"Depuis plus de 15 ans, NEONOVIA (ex Visiativ Africa) sâimpose comme un acteur de rÃ©fÃ©rence de la transformation numÃ©rique des organisations. Ãditeur marocain de la suite logicielle RAQMANEO, dÃ©","3D Printing & Printing Services; Cyber security; Operations Security; Network & Infrastructure Security; Legal, Regulations, Investigations & Compliance; Cloud Security; Applied Security; Application Security, Testing & Control; Application integration and infrastructure; Application Control"
Netceed (ETC Morocco Networks,"12-C55, Hall 12",Morocco,"At Netceed, our purpose is to enable the communication that drives prosperity. <br />
That means more than connecting networks, itâs about building trust between people, teams, and communities. Our ",
NETOPIA SOLUTIONS,"9D-20, Hall 9",Morocco,"Founded in 2004, Netopia is a digital services company that designs and delivers high-impact solutions that improve citizensâ daily lives and strengthen organizational performance. With 200+ expert ",HealthTech; Internet of Things (IOT); Cyber security; Artificial Intelligence; Big Data & Analytics; IoT Solutions; Healthcare IT; Government; Applied Security; Business Intelligence
NeuroClause,"TBC, TBC",Morocco,"NeuroClause is an AI-native LegalTech Operating System designed to transform how law firms and enterprise legal teams manage contracts and legal operations. The platform automates contract review, ris",Artificial Intelligence; Software Services; PropTech; Cloud Services; Business Process Management; Legal Tech; Software as a Service - SaaS; Natural Language Processing (NLP); Machine Learning
NeuroDental,"TBC, TBC",Morocco,"NeuroDental is a HealthTech company developing intelligent SaaS platforms for dentists, clinics and medical universities. With strong expertise in digital dentistry, the company creates software that ","HealthTech; Artificial Intelligence; Cloud Services; Consultancy; Cloud Management & Optimisation; Big Data & Analytics; Applications including Development, Deployment & Design; Analytics; Predictive APIs; Planning and Optimization"
Nexa Energy Africa,"12E-4, Hall 12",Morocco,"BasÃ©e Ã  Casablanca, Nexa Energy Africa est spÃ©cialisÃ©e dans les solutions Ã©nergÃ©tiques innovantes, provisoires et dÃ©carbonÃ©es.<br />
Notre mission est de fournir des alternatives durables qui ",Future Mobility & Transportation; Energy Tech; AgriTech & FoodTech; Sustainability & Green Climate - Tech; Environmental Solutions - Solar; Energy Transition - Energy Storage; Energy Transition - Energy Production; Decarbonisation Solutions & Technologies; Batteries - Lithium Polymer Batteries; Batteries - Battery Manufacturing Technologies
NexAI,"23C-18, Hall 23",Morocco,"NexAI is a Moroccan SaaS Factory born from the collaboration of two complementary worlds: deep IT expertise and real-world hospitality experience, each bringing 15+ years in their field. Together, the",Artificial Intelligence; Software Services; Big Data & Analytics; Cloud Services; Education Tech; Mobile Applications; HR Tech; Finance & Accounting Software; ERP (Enterprise Resource Planning) Software; Digital Imaging
Nexotek,"22C-26, Hall 22",Morocco,"Nexotek is a Morocco-based technology company specializing in data, AI, software development, and DevOps. We support organizations end-to-endâfrom strategy and architecture to implementation and ind",Artificial Intelligence; Software Services; Big Data & Analytics; Coding and Development; Digital Finance; Structured Data; Python; Natural Language Processing - NLP; Hadoop; Digital Transformation
Nexovance,"TBC, TBC",Morocco,"NEXOVANCE is a digital transformation and IT governance company supporting public and private organizations in structuring, securing and modernizing their information systems.<br />
<br />
We address ",Cyber security; Software Services; Big Data & Analytics; Regulatory Technology; Cloud Services; Procurement Software; Data Analytics & Automation; Business Process Management; Business Intelligence Solutions; Application integration and infrastructure
Next machines,"TBC, TBC",Morocco,"Next Machines is a Moroccan on-demand manufacturing company that enables industrial operators to replace physical spare-parts inventories with additive manufacturing â eliminating capital waste, lon","3D Printing & Printing Services; Smart Manufacturing; Unmanned Aerial Vehicles (Drones); Design & Product Development - 3D Data Utilization; Apprenticeship, Training and Qualification; Virtual Reality / Augmented Reality; Robotics; Warehousing; Digitization / services / tool and die making - Production of components and assemblies; Digitization / services / tool and die making - Pattern Making"
Nexte,"20B-84, Hall 20",Morocco,"Nexte is an all-in-one sports technology platform designed to simplify how football is played in Morocco. We help players easily find games, book quality fields, and connect with others by removing th","Digital Finance; Coding and Development; Media, Marketing & Advertising Tech; Artificial Intelligence; Software Services; Mobile Applications; CRM (Customer Relationship Management) Software; UX & UI; Sports; Social Media Management & Monitoring"
NFC Maroc,"22C-35, Hall 22",Morocco,"NFC MAROC is Moroccoâs premier MarTech ecosystem, redefining professional identity for the digital age. Trusted by over 1,000 organizations, spanning sovereign entities, market leaders, and high-gro","Artificial Intelligence; Big Data & Analytics; Coding and Development; Cloud Services; Ecommerce; Web3 Applications; DevOps; Content Delivery & Management; Cloud Service Provider - CSP; Business Continuity, Back-up & Disaster Recovery"
NHANCIT,"22B-15, Hall 22",Morocco,"Nhancit is a Moroccan startup developing SaaS solutions that help organizations improve performance by combining behavioral analytics and execution management. Its flagship product, KBILYTICS, enables",Software Services; Education Tech; HR Tech; HR systems and services; Organisational strategy and development
Nommo,"22D-40, Hall 22",Morocco,"NOMMO is a next-generation neo-broker, dedicated to providing the best investment experience for both beginners and seasoned traders. We want to eliminate complexity with technology and AI powered sol",Artificial Intelligence; Digital Finance; Artificial Intelligence; Islamic Fintech / Shariya Compliant; E-Wallets; E-KYC; Billing / Invoicing Software; Big Data / Digitisation / Analytics; Asset Management / Personal Finance / Wealth Management
OBENS,"21B-22, Hall 21",Morocco,OBENS is a data-sharing platform that brings together all B2B stakeholders in supply chains into a single collaborative environment to provide end-to-end traceability and sustainability monitoring.<br,"AgriTech & FoodTech; Sustainability & Green Climate - Tech; Media, Marketing & Advertising Tech; Big Data & Analytics; Sustainability & Green Economy; Mobile Technology; Machine Learning; Geo Data; Supply Chain Management; Sustainable Systems - Climate Intelligence"
OCP Group,"Sponsorship, Sponsorship",Morocco,"OCP Group is the trusted custodian of one of the most vital natural resources - phosphate - and a global leader in plant nutrition and phosphate-based solutions. <br />
<br />
Founded in 1920, headqua",AgriTech & FoodTech; Agri-Biometrics; Agri-Data and Analytics; Agricultural Marketplaces; AI & Nutrition; Biotechnology; Controlled environment systems; Fertilizer and Fertilizer Technology
Ocytric,"23B-75, Hall 23",Morocco,"OCYTRIC is a cyber underwriting intelligence startup founded by GRC and cybersecurity experts. We bridge the gap between cyber risk complexity and insurance decision-making â giving insurers, underw","Cyber security; Cloud Services; Digital Finance; RegTech / Audit / Regulatory Compliance; InsureTech; Insurance Solutions; Data Governance, Risk & Compliance; Governance & Compliance; Cybersecurity; Auditing Solutions"
OLDENTIC,"22C-09, Hall 22",Morocco,Oldentic is a Moroccan digital marketplace designed to connect travelers with authentic local experiences across the country. The platform addresses fragmentation and informality of the experiential t,"Media, Marketing & Advertising Tech; Artificial Intelligence; Smart Cities; Creative Economy; Ecommerce; Smart Services; Sustainability & Green Economy; Event Management; Platforms; Arts and crafts"
OMAYDAY,"TBC, TBC",Morocco,"OMAYDAY is the LinkedIn for healthcare professionalsâa secure digital platform designed for medical and paramedical professionals. It enables doctors, nurses, pharmacists, and students to connect, c",HealthTech; Other Business; Medical Education Institute; Healthcare IT; Healthcare Consultancy Service; Community Health Services
Omnidoc Sant,"TBC, TBC",Morocco,"Omnidoc SantÃ© is a Moroccan digital health company specializing in prehospital care and emergency response. Through its innovative platform, it connects patients with qualified medical teams in real ",
OMNISHORE Groupe Medtech,"11D-40, Hall 11",Morocco,"Omnishore helps clients achieve digital transformation through consulting, custom solution development, and software/testing tools implementation.","Artificial Intelligence; Big Data & Analytics; Coding and Development; Cloud Services; Artificial Intelligence; Open Source; DevOps; Applications including Development, Deployment & Design; Open Source; Extract, transform, load - ETL"
ONDWEAR,"20D-37, Hall 20",Morocco,"ONDWEAR is a B2B SaaS platform leveraging AI and data to transform how fashion brands source and manufacture apparel.<br />
<br />
The platform connects brands with a curated network of near-shore man",Artificial Intelligence; Big Data & Analytics; Coding and Development; Smart Manufacturing; Creative Economy; Warehousing; Robotics; Materials Handling; Intelligent Supply Chain; Industrial Software & Process Optimization
One Way Morocco,"7D-50, Hall 7",Morocco,"With One Way Morocco, we are taking a new step: giving our expertise a strong national identity while affirming our international ambitions. Our mission is clear: to build robust IT infrastructures, o","Networking & Infrastructure; Ecommerce; Cyber security; Blockchain; Authentication User, Biometric Authentication and PKI; Applied Security; Application Security, Testing & Control; Application integration and infrastructure; Application Control; Anti-spam, Anti-Malware & Anti-Virus & Email Security"
